study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_min,age_max,age_se,depth_interval_notes,date
Alongi_et_al_2000,DMA00 D2,M0029,single set of methods,79.06,81.26,NA,NA,0.00844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 D2,M0029,single set of methods,81.26,83.107,1.142720291131269,NA,0.009210000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 D2,M0029,single set of methods,83.107,91.162,NA,NA,0.01085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 D2,M0029,single set of methods,91.162,96.109,NA,NA,0.00613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 D2,M0029,single set of methods,96.109,100,NA,NA,0.00739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,0,5.804,NA,NA,0.09308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,10.831,15.466,NA,NA,0.05191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,15.466,20.769,NA,NA,0.08424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,20.769,25.729000000000003,NA,NA,0.07206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,25.729000000000003,30.491,NA,NA,0.07824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,30.491,35.458,NA,NA,0.09228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,35.458,40.386,NA,NA,0.09036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,40.386,45.375,NA,NA,0.10221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,45.375,50.28,NA,NA,0.06928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,5.804,10.831,NA,NA,0.07200999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,50.28,55.247,0.5903452267374278,NA,0.07143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,55.247,60.27400000000001,NA,NA,0.07541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,60.27400000000001,65.307,NA,NA,0.061399999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,65.307,68.529,NA,NA,0.0767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,68.529,72.723,NA,NA,0.04127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,72.723,75.333,NA,NA,0.0444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,75.333,78.727,NA,NA,0.10546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 MB1,M0030,single set of methods,78.727,82.12100000000001,NA,NA,0.0414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,0,0.49699999999999994,NA,NA,0.01476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,0.49699999999999994,7.646,NA,NA,0.028990000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,14.519000000000002,21.432,NA,NA,0.024990000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,21.432,28.386,NA,NA,0.01996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,28.386,35.224,NA,NA,0.02911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,35.224,42.316,0.8227285669466428,NA,0.02809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,42.316,49.725,NA,NA,0.0241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,49.725,55.711,NA,NA,0.013999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,55.711,68.903,0.9256505659546607,NA,0.01902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,68.903,82.09500000000001,NA,NA,0.013009999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2000,DMA00 PH2,M0027,single set of methods,7.646,14.519000000000002,NA,NA,0.03004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,0,2,0.8358436473789599,NA,0.02665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,10,12,NA,NA,0.03449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,12,14.000000000000002,NA,NA,0.03547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,14.000000000000002,16,NA,NA,0.02598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,16,18,NA,NA,0.02582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,18,20,NA,NA,0.03497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,2,4,NA,NA,0.032029999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,20,22,NA,NA,0.02291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,22,24,NA,NA,0.02839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,24,26,NA,NA,0.027360000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,26,28.000000000000004,NA,NA,0.02244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,28.000000000000004,30,0.89268702335074,NA,0.021429999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,30,32,NA,NA,0.02183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,32,34,NA,NA,0.02331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,34,36,NA,NA,0.02237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,36,38,NA,NA,0.020419999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,38,40,NA,NA,0.027370000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,4,6,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,40,45,NA,NA,0.02622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,45,50,NA,NA,0.02783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,50,55.00000000000001,NA,NA,0.035769999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,55.00000000000001,60,0.9456471889684515,NA,0.01773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,6,8,NA,NA,0.05009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,60,65,NA,NA,0.01278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,65,70,NA,NA,0.014039999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,70,75,NA,NA,0.01006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,75,80,NA,NA,0.009649999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,8,10,0.753022856123676,NA,0.037559999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,80,85,NA,NA,0.00862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,85,90,1.1993853791288716,NA,0.00759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,90,95,NA,NA,0.00953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S1,M0732,single set of methods,95,100,NA,NA,0.0095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,0,2,NA,NA,0.02404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,10,12,0.7603000898434807,NA,0.03642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,12,14.000000000000002,NA,NA,0.029529999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,14.000000000000002,16,NA,NA,0.02349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,16,18,NA,NA,0.024409999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,18,20,0.824142189354099,NA,0.02793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,2,4,NA,NA,0.02597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,20,22,NA,NA,0.02193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,22,24,NA,NA,0.023860000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,24,26,NA,NA,0.02481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,26,28.000000000000004,NA,NA,0.01843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,28.000000000000004,30,NA,NA,0.02835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,30,32,NA,NA,0.02632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,32,34,NA,NA,0.02229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,34,36,NA,NA,0.01978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,36,38,0.9711897768666231,NA,0.01624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,38,40,NA,NA,0.011699999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,4,6,NA,NA,0.02497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,40,45,NA,NA,0.012769999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,45,50,NA,NA,0.02373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,50,55.00000000000001,NA,NA,0.010069999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,55.00000000000001,60,NA,NA,0.00609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,6,8,NA,NA,0.03596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,60,65,NA,NA,0.00425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S2,M0733,single set of methods,8,10,0.7735264937833836,NA,0.03444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,0,2,0.6606418229712341,NA,0.05497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,10,12,NA,NA,0.06078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,12,14.000000000000002,NA,NA,0.055439999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,14.000000000000002,16,0.6408507486088906,NA,0.059340000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,16,18,NA,NA,0.06036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,18,20,NA,NA,0.06491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,2,4,NA,NA,0.06448000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,20,22,NA,NA,0.05995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,22,24,NA,NA,0.06770999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,24,26,NA,NA,0.07581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,26,28.000000000000004,0.498839990005847,NA,0.0971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,28.000000000000004,30,NA,NA,0.09478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,30,32,NA,NA,0.06987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,32,34,NA,NA,0.06423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,34,36,0.6546545314739556,NA,0.05627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,36,38,NA,NA,0.06515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,38,40,NA,NA,0.06376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,4,6,NA,NA,0.07041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,40,45,NA,NA,0.06727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,45,50,NA,NA,0.044340000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,50,55.00000000000001,NA,NA,0.043230000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,55.00000000000001,60,NA,NA,0.058739999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,6,8,NA,NA,0.06194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,60,65,NA,NA,0.029759999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,65,70,NA,NA,0.0282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,70,75,NA,NA,0.0263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,75,80,0.8840321411797103,NA,0.02213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2001,DMA01 S3,M0734,single set of methods,8,10,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
